[1, 4, 4, 3];1,4,4,3,
[0, 5, 4, 3];0,dd
[6, 0, 6, 0];6,0,6,0,d
[0, 5, 4, 3];0,5,4,3,
[1, 4, 4, 3];1,4,4,d
[1, 4, 4, 3];1,4,4,v
[1, 4, 4, 3];1,4,4,3,d
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,d
[6, 0, 6, 0];6,0,6,0,
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,0,6,0,dd
[6, 0, 6, 0];6,0,6,v
[6, 0, 6, 0];6,0,6,0,vv
[1, 4, 4, 3];1,4,4,d
[1, 4, 4, 3];1,v
[5, 0, 4, 3];5,0,d
[0, 5, 4, 3];0,5,4,d
[5, 0, 4, 3];5,0,4,3,
[5, 0, 4, 3];5,0,4,3,v
[0, 5, 4, 3];0,5,4,3,vvv
[4, 4, 4, 0];4,4,4,0,d
[1, 4, 4, 3];1,4,4,3,dd
[6, 0, 6, 0];6,0,6,v
[0, 5, 4, 3];0,5,4,3,vv
[0, 5, 4, 3];0,5,4,3,v
[0, 5, 4, 3];0,5,4,3,
[4, 4, 4, 0];4,4,4,0,d
[0, 5, 4, 3];
[0, 5, 4, 3];0,5,d
[0, 5, 4, 3];0,5,4,ddddddd
[6, 0, 6, 0];6,0,6,0,d
[1, 4, 4, 3];1,4,d
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,0,6,0,
[0, 5, 4, 3];0,5,d
[6, 0, 6, 0];6,0,6,dd
[4, 4, 4, 0];4,4,4,0,dd
[6, 0, 6, 0];6,0,6,0,d
[1, 4, 4, 3];1,4,4,3,dd
[6, 0, 6, 0];6,0,6,0,dd
[1, 4, 4, 3];1,4,4,3,ddd
[4, 4, 4, 0];4,4,4,0,dd
[6, 0, 6, 0];6,0,6,0,dddd
[6, 0, 6, 0];6,0,6,0,d
[6, 0, 6, 0];6,0,
[5, 0, 4, 3];5,0,d
[5, 0, 4, 3];5,0,4,3,v
[6, 0, 6, 0];6,0,6,0,dd
[1, 4, 4, 3];1,4,4,d
[5, 0, 4, 3];5,0,4,dd
[4, 4, 4, 0];4,4,4,0,d
[4, 4, 4, 0];4,4,4,0,dd
[6, 0, 6, 0];6,0,d
[5, 0, 4, 3];5,0,4,3,
[1, 4, 4, 3];1,
[4, 4, 4, 0];4,
[4, 4, 4, 0];4,4,4,0,ddddd
[1, 4, 4, 3];1,4,4,3,xx
[0, 5, 4, 3];0,5,4,d
[5, 0, 4, 3];5,0,vv
[4, 4, 4, 0];4,4,4,0,d
[4, 4, 4, 0];4,4,4,0,d
[0, 5, 4, 3];0,5,ddd
[5, 0, 4, 3];5,0,4,3,dd
[4, 4, 4, 0];4,4,4,0,vvv
[1, 4, 4, 3];1,4,4,3,
[6, 0, 6, 0];6,d
[6, 0, 6, 0];6,0,6,0,
[5, 0, 4, 3];5,d
[5, 0, 4, 3];5,0,4,3,d
[0, 5, 4, 3];0,5,4,3,d
[1, 4, 4, 3];1,4,4,3,
[4, 4, 4, 0];4,4,4,0,
[5, 0, 4, 3];5,d
[4, 4, 4, 0];4,4,4,0,dd
[6, 0, 6, 0];6,0,6,0,d
[6, 0, 6, 0];6,0,6,0,d
[1, 4, 4, 3];1,4,vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv
[5, 0, 4, 3];5,0,4,3,
[0, 5, 4, 3];0,5,4,3,d
[4, 4, 4, 0];4,4,4,0,dd
[5, 0, 4, 3];5,0,4,3,
[5, 0, 4, 3];5,0,4,v
[0, 5, 4, 3];0,5,4,v
[5, 0, 4, 3];5,0,4,3,
[1, 4, 4, 3];1,4,4,v
[1, 4, 4, 3];1,4,4,3,v
[1, 4, 4, 3];1,4,4,3,
[5, 0, 4, 3];5,0,4,3,
[5, 0, 4, 3];5,0,4,3,
[1, 4, 4, 3];1,4,4,d
[4, 4, 4, 0];4,d
[0, 5, 4, 3];0,5,4,3,
[0, 5, 4, 3];0,5,4,3,
[4, 4, 4, 0];4,4,4,0,vv
[6, 0, 6, 0];6,0,6,0,
[1, 4, 4, 3];1,
[1, 4, 4, 3];1,4,4,3,dd
[5, 0, 4, 3];5,0,4,d
[0, 5, 4, 3];0,5,4,d
[4, 4, 4, 0];4,4,4,0,ddd
[1, 4, 4, 3];1,4,4,3,
[0, 5, 4, 3];0,5,4,3,
[6, 0, 6, 0];6,0,6,0,v
[1, 4, 4, 3];1,4,4,3,
[0, 5, 4, 3];0,5,
[6, 0, 6, 0];6,0,6,0,dd
[5, 0, 4, 3];5,0,4,3,d
[5, 0, 4, 3];5,0,4,3,
[4, 4, 4, 0];4,4,4,
[1, 4, 4, 3];1,4,4,v
[1, 4, 4, 3];1,4,4,3,
[6, 0, 6, 0];dd
[0, 5, 4, 3];0,5,4,3,v
[0, 5, 4, 3];0,5,4,3,
[6, 0, 6, 0];6,0,6,0,
[4, 4, 4, 0];4,4,4,0,
[4, 4, 4, 0];4,d
[4, 4, 4, 0];4,4,4,0,d
[4, 4, 4, 0];4,4,4,0,dd
[4, 4, 4, 0];4,4,4,0,vvv
[5, 0, 4, 3];5,0,4,dd
[1, 4, 4, 3];1,4,4,3,v
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,0,6,0,
[1, 4, 4, 3];1,4,4,3,
[6, 0, 6, 0];6,d
[1, 4, 4, 3];1,4,4,3,vv
[5, 0, 4, 3];5,0,dd
[5, 0, 4, 3];5,0,4,3,d
[4, 4, 4, 0];4,4,4,0,
[4, 4, 4, 0];4,4,4,0,v
[6, 0, 6, 0];6,0,6,0,dd
[1, 4, 4, 3];1,4,4,3,dd
[4, 4, 4, 0];4,4,4,0,vv
[1, 4, 4, 3];1,4,4,3,v
[1, 4, 4, 3];1,4,d
[0, 5, 4, 3];0,5,4,3,
[6, 0, 6, 0];6,0,6,0,
[1, 4, 4, 3];1,4,4,vvv
[6, 0, 6, 0];6,0,6,0,d
[1, 4, 4, 3];1,4,4,3,dd
[4, 4, 4, 0];4,4,4,v
[6, 0, 6, 0];6,0,6,d
[0, 5, 4, 3];0,5,4,3,
[1, 4, 4, 3];1,d
[5, 0, 4, 3];5,0,4,v
[1, 4, 4, 3];1,4,4,dd
[1, 4, 4, 3];1,4,dd
[1, 4, 4, 3];1,4,4,3,vvv
[5, 0, 4, 3];5,0,4,3,
[1, 4, 4, 3];1,4,4,3,dddd
[6, 0, 6, 0];6,0,ddd
[0, 5, 4, 3];0,5,dddddddd
[1, 4, 4, 3];1,4,ddd
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,0,d
[1, 4, 4, 3];1,4,v
[6, 0, 6, 0];6,v
[0, 5, 4, 3];0,5,4,3,x
[5, 0, 4, 3];5,0,4,3,
[5, 0, 4, 3];5,0,4,
[0, 5, 4, 3];0,5,4,v
[1, 4, 4, 3];1,4,d
[5, 0, 4, 3];5,0,4,dd
[6, 0, 6, 0];6,0,6,0,d
[4, 4, 4, 0];4,4,4,0,d
[5, 0, 4, 3];5,0,4,dd
[6, 0, 6, 0];6,0,6,0,ddd
[1, 4, 4, 3];1,4,4,d
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,d
[4, 4, 4, 0];4,4,4,vv
[0, 5, 4, 3];0,5,4,3,d
[1, 4, 4, 3];1,4,4,3,d
[1, 4, 4, 3];1,4,4,3,
[6, 0, 6, 0];6,0,6,0,dd
[6, 0, 6, 0];6,0,6,0,d
[4, 4, 4, 0];4,4,v
[4, 4, 4, 0];4,4,dd
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,0,4,3,v
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,0,6,0,dd
[6, 0, 6, 0];6,0,6,0,d
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,vv
[0, 5, 4, 3];0,5,4,3,vv
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,0,4,3,v
[5, 0, 4, 3];5,0,4,dd
[0, 5, 4, 3];0,5,4,vv
[6, 0, 6, 0];6,0,6,v
[0, 5, 4, 3];0,5,4,3,
[4, 4, 4, 0];4,4,4,0,v
[5, 0, 4, 3];5,0,4,3,
[6, 0, 6, 0];6,
[5, 0, 4, 3];5,0,4,dd
[4, 4, 4, 0];4,4,4,0,d
[4, 4, 4, 0];4,4,4,0,x
[6, 0, 6, 0];6,0,6,d
[0, 5, 4, 3];0,5,4,3,
[5, 0, 4, 3];5,0,4,3,v
[5, 0, 4, 3];5,0,4,dd
[4, 4, 4, 0];4,4,4,0,
[0, 5, 4, 3];0,d
[5, 0, 4, 3];5,0,4,
[1, 4, 4, 3];1,4,4,3,d
[6, 0, 6, 0];6,0,6,0,v
[6, 0, 6, 0];6,0,6,0,
[1, 4, 4, 3];1,4,4,dd
[1, 4, 4, 3];1,4,4,3,
[4, 4, 4, 0];4,4,4,0,v
[5, 0, 4, 3];5,0,dddddd
[1, 4, 4, 3];1,4,4,3,ddddd
[0, 5, 4, 3];0,5,4,3,v
[1, 4, 4, 3];1,4,
[0, 5, 4, 3];0,5,4,3,vv
[1, 4, 4, 3];1,4,4,3,
[0, 5, 4, 3];0,d
[6, 0, 6, 0];6,0,6,0,d
[4, 4, 4, 0];4,4,4,0,
[4, 4, 4, 0];4,4,4,0,v
[1, 4, 4, 3];1,4,4,3,d
[0, 5, 4, 3];0,5,4,3,v
[1, 4, 4, 3];1,4,4,3,
[4, 4, 4, 0];4,4,4,0,
[1, 4, 4, 3];1,4,4,3,v
[6, 0, 6, 0];6,0,6,d
[6, 0, 6, 0];6,0,6,d
[4, 4, 4, 0];4,4,4,d
[1, 4, 4, 3];1,4,
[4, 4, 4, 0];4,4,4,0,
[6, 0, 6, 0];6,0,6,0,d
[0, 5, 4, 3];0,5,4,3,vv
[5, 0, 4, 3];5,0,4,dd
[4, 4, 4, 0];4,4,4,0,
[0, 5, 4, 3];0,5,4,3,vvvv
[5, 4, 4, 5];5,4,4,5,
[6, 4, 6, 2];6,d
[4, 5, 4, 5];4,5,dd
